,고객,감정,리뷰
1296,4283.0,좋음,매장에서 마시는 마지막 커피..코로나야 빨리 물러가랏
1297,4284.0,좋음,좋아요. 좋습니다 ㅎ
1298,4285.0,좋음,친절하고 직원도잘생김 오늘의커피맛나요
1299,4286.0,좋음,아이스라떼 완전 반했어요
1300,4287.0,좋음,위치가 참 좋은 곳 근데 너무 일찍 닫는게 아쉬움
1301,4288.0,좋음,조아요 크네용 굿굿
1302,4289.0,좋음,빨리 음료 나오네요
1303,4290.0,보통,"일요일 저녁 8시쯤 방문 그래도 스타벅스인데 남자 직원분 응대가 좀 거칠다고해야할까, 카운터에서 홀로 나올때도 발로 툭툭 쳐서 밀어서 열고 뭔가 매장의 분위기와 잘 안맞는 분같다는 느낌이 들었습니다. 반대로 음료 제조하시던 여자분은 응대나 말투 하나까지도 부드럽고 만족스러웠습니다."
1304,4291.0,좋음,항상 친절하고 맛도 일정!
1305,4292.0,나쁨,신천지 교육장 옆.. 신천지 다수 출몰
1306,4293.0,좋음,매장분위기 좋아요!
1307,4294.0,좋음,넓고 사람은 많이 없어요 ㅋ
1308,4295.0,나쁨,쟁반을 제대로 안닦았는지 얼룩이 많고 끈적거렸어요..그외 맛은 좋았습니다.
1309,4296.0,좋음,친절하시고 깨끗해서 좋아요 머그컵샀어요
1310,4297.0,좋음,친절하고 조용하니 좋네요
1311,4298.0,보통,테이블을 좀 바꿔주면 좋겠어요 사람들 많이 앉을 수 있는 길다란 걸로요
1312,4299.0,보통,스벅이 6시까지라 당황하고 나왔네요
1313,4300.0,보통,중간에 컵 바꿔달라고 했는데 친절히 해주셨어요 콘센트 꽂을 좌석이 별로 없는 게 좀 아쉬워요ㅠ
1314,4301.0,보통,자주가요 자리는 없지만
1315,4302.0,보통,국회의사당 다로 건너편에 위치한 스타벅스
1316,4303.0,보통,할인이 안되서 아쉽네요
1317,4304.0,좋음,출장 가기전 아침식사
1318,4305.0,좋음,여느 스벅 시장 같지 않은 적당한 공간.
1319,4306.0,좋음,스벅 바닐라라떼 죠아용
1320,4307.0,보통,블론드서머 라떼 넘 달아요
1321,4308.0,좋음,향이 진하고 친절해요
1322,4309.0,좋음,회사가기전에종종들려용
1323,4310.0,나쁨,자리가 너무 협소해요ㅠㅠ
1324,4311.0,보통,커피는 스타벅스 !
1325,4312.0,좋음,우체국 업무보러 오는 김에 종종 들르는데 비교적 개장한지 얼마 안된 편이라 깔끔해요. 다만 광화문 직장인들이 많이 붐비는 편입니다
1326,4313.0,좋음,금호역 바로 옆 스벅입니다
1327,4314.0,좋음,방역도 잘되어있고 입규애서 부터 철저하게 체크하니 안심되네요 음료는 말할 것도 없고요.
1328,4315.0,보통,스타벅스는 가성비는안좋지만 맛있어요
1329,4316.0,보통,사람많아서 정신없긴한데 음료 괜찮네요
1330,4317.0,좋음,커피는 스벅이 진리
1331,4318.0,좋음,와 여기는 정말 친절
1332,4319.0,좋음,파트너분들 모두 친절하십니다
1333,4320.0,좋음,도심공항에서 가까워서 좋아요
1334,4321.0,좋음,바쁜 점심시간대만 피하세용
1335,4322.0,좋음,음료도 빨리 나오고 좋았어요
1336,4323.0,좋음,따뜻한 라떼 아침에 한잔
1337,4324.0,보통,매장은 그렇게 큰편은 아닌데 그렇게 북적이지 않고 공부하거나 책보는 사람이 많아서 조용한 편이예요. 음료 맛있고 점원 친절하고...역시 스타벅스예요. 자바칩 푸라프치노 역시 진하고 맛있습니다. 주차는 좀 불편해요. 건물 지하에 하려면 주차비 내야되요.
1338,4325.0,보통,외관이 이쁜 카페입니다.
1339,4326.0,나쁨,"시설은 오픈한 지 얼마 안 돼서 좋은데, 이상하게도 무선통신이 불편합니다. 연결이 자꾸 큲겨요."
1340,4327.0,좋음,직원이 너무 친절해요
1341,4328.0,좋음,너무잘먹엇어요 감사해여
1342,4329.0,좋음,생크림카스텔라 짱 맛나
1343,4330.0,보통,매장이 좁지만 친절하고 좋아요
1344,4331.0,좋음,너무 맛있게 먹었어요 감사합니다
1345,4332.0,보통,항상 사람들이 넘쳐나는 스타벅스 구로호텔점 ㅜㅜ 주문하면 꽤나 오래 기다려야돼서 사람이 조금만 더 없었으면 좋으련만... ㅜ
1346,4333.0,좋음,친절해요 스벅은 사랑이죠
1347,4334.0,좋음,좋아요 친절해요 추천합니다
1348,4335.0,보통,음료가 살짝씩 아쉬운
1349,4336.0,좋음,자석이 없네 맛나다
1350,4337.0,보통,굿굿 스벅은 항상 평타
1351,4338.0,좋음,주차가 편해서 좋아해요
1352,4339.0,좋음,커피 마셨어요 좋아요
1353,4340.0,좋음,맛잇어요 감사합니다 ㅋㅋ
1354,4341.0,좋음,스벅 드라이빙스루 편해요!
1355,4342.0,좋음,언제나 스벅은 맜있어요
1356,4343.0,좋음,샐러드 많이 발주해주세용 !
1357,4344.0,좋음,긋긋. 꾸덕한 초고케이크에 크림치즈 토핑. 맛나다
1358,4345.0,좋음,항상 만족스럽게 먹어요
1359,4346.0,좋음,친절해요. 재방문할거여ㅣ요
1360,4347.0,좋음,"매장은 넓고 깨끗했으며, 파트너분들은 정말 친절하셨다. 하지만 에어컨이 너무 추워서 오래 있기는 좀 힘들었다"
1361,4348.0,좋음,언제나굿!!!!!!
1362,4349.0,나쁨,사람 엄청나게 많아서 늘 만석..
1363,4350.0,좋음,스벅은 언제나 정답이죠
1364,4351.0,나쁨,여기 커피는 약간 싱거움
1365,4352.0,나쁨,자바칩프라프치노 차량픽업으로 주문했는데 빨대를 일반음료빨대로 줌. 허허허. 입안이 얼얼했음. 종이빨대니 하나더달라고했는데 겁나 불친절. 돈많이벌면서 스벅 빨대한개 아껴 뭐하려고. 빨대 안물러지는걸로 개발비투자해서 만들던가
1366,4353.0,좋음,라떼 먹으러 왔어요
1367,4354.0,좋음,마곡나루 스벅보다 자리 많아 좋음
1368,4355.0,나쁨,자리가 없어요. 공간도 협소하고...개인테이블 8개정도에 단체석 2개 개인석 5좌석정도...?
1369,4356.0,좋음,직원분들도 친절하시공 여름엔 라임패션티가 최고에요
1370,4357.0,좋음,직원분들이 엄청 친절하세요! 주차공간은 부족합니다ㅠㅠ
1371,4358.0,좋음,스타벅스진짜엄청많다
1372,4359.0,좋음,시원하고 달달하네요
1373,4360.0,좋음,위치도 역앞 이고 직원분들이 친절 해서 자주 가는곳이에요
1374,4361.0,좋음,사람많은건 어쩔수없지만 간혹 노숙자분들이나 커피주문도안하고 장시간앉아계신건 좀 관리해야하지않나 싶네요
1375,4362.0,좋음,프리퀀시 교환! 코로나때문에 주문엄청밀려요
1376,4363.0,좋음,컴활 따기 전 공부하기 좋은 곳 ! 다덜 공부해서 그런가 매장이 조용하다
1377,4364.0,나쁨,"실내에 모기, 날파리 등의 벌레가 너무 많아요 그리고 음료 원래 머그에다 달라고 했는데, 일회용컵으로 주셨구요. 음료는 맛있었습니다."
1378,4365.0,좋음,보통. 음료제조는 빠른 편인 것 같아요.
1379,4366.0,좋음,마스크 안 쓴 사람한테 쓰라고 돌아다니시면서 말해주셔서 감사해요 ㅠ____ㅠ
1380,4367.0,좋음,사람 넘 많아요 그런데 안쪽 좌석 넉넉해요
1381,4368.0,좋음,쾌적하고 음료도 좋아요
1382,4369.0,나쁨,오후 8시 마감 당황
1383,4370.0,좋음,직원분들 친절하고 깨끗해요
1384,4371.0,좋음,커피도 맛있고 직원도 친절해서 좋아요
1385,4372.0,좋음,바쁘신데 친절한 응대 감사합니다
1386,4373.0,좋음,오전에 가니 바리스타분께서 친절하게 커피에 대해서 설명해주셔서 커피에 대해 배우고 갑니다 사람도 많이 없어서 리저브 앉아서 마시기 좋았어요
1387,4374.0,보통,사람이 늘 많아요 그래서 조금 청결에 신경 써주시면 좋겠어요ㅠ 직원분들은 친절해서 좋아요 ㅎ
1388,4375.0,좋음,넓고좋아요 완전 친절하심
1389,4376.0,보통,차량진입위치가 버스정류장앞이라 밀릴시 정차과태료 걸릴수있어 많이 이용 못할듯.
1390,4377.0,좋음,충전하고 텀샀어요 노랑이 스티커도 겟
1391,4378.0,좋음,가끔 먹으면 아주 맛나용
1392,4379.0,좋음,들어가는 입구부터 멋있는 문이 맞아주는 곳이예요
1393,4380.0,좋음,여기 파트너분들 최고입니다
1394,4381.0,나쁨,제가 갔던 스타벅스중에 손이가장느리지않았나... 음료주문이많은곳인데 음료만드는알바는 2명뿐이고 느리고 잘못나오고... 별로였어요
1395,4382.0,좋음,사람이 되게 많네요. 직원분이 친절해요
1396,4383.0,좋음,맛도 있고 친절하세요
1397,4384.0,좋음,직원들이 친절했습니다
1398,4385.0,나쁨,여기서 커피산다고 옆도로에 불법주정차 많이하지요
1399,4386.0,보통,항상 사람이 너무 많음
1400,4387.0,좋음,스벅 정말 친절하고 좋아요
1401,4388.0,좋음,휘핑크림까징 듬뿍 당충전
1402,4389.0,좋음,파트너님 친절하신 응대에 기분 좋은 아침입니다.
1403,4390.0,나쁨,사람 엄청 많음ㅠㅠ
1404,4391.0,좋음,리저브가면 초콜릿줘서 좋음ㅎㅎ
1405,4392.0,좋음,디카페인은 사랑이쥬 ㅎㅎ 맛나게 먹었던 스벅 ㅎㅎ 담에 또 먹고 사진 올릴께요
1406,4393.0,좋음,공간이 참 좋네요 근처에 먹거리도 많은듯하네요
1407,4394.0,좋음,친절하고 깨끗한매장입니다
1408,4395.0,좋음,서비스가 젛아요 !
1409,4396.0,보통,너무 낡은게 이쉽내요 외관도 허름
1410,4397.0,좋음,좋아요. 믿고먹는 스벅
1411,4398.0,좋음,와 까페에서 취식 되니까 사람 엄청나네요 ㅋ 여전히 친절
1412,4399.0,좋음,벌써 3번째구나 ㅎㅎ.. 신촌에서 약속잡을 때 자주 오게 되는 것 같다.
1413,4400.0,보통,텤아웃해서 맛있게 먹었습니다
1414,4401.0,나쁨,커피양이 적은듯..
1415,4402.0,좋음,직원분들이 친절하시고 매장도 넓고 좋습니다!
1416,4403.0,좋음,자리가 넉넉하게 준비되어 있어요 !
1417,4404.0,좋음,테이블 사이 거리가 멀어서 좋아요 주말에도 너무 북적이지 않아요
1418,4405.0,좋음,직원 대다수가 친절한 편
1419,4406.0,좋음,친절하고 스피드하게 나와요
1420,4407.0,좋음,일찍열어서 좋아요 !!
1421,4408.0,좋음,코로나때메 자리가 모잘라요
1422,4409.0,좋음,에티오피아 원두 맛있어요
1423,4410.0,좋음,친절하고 기분좋은 응대
1424,4411.0,좋음,맛잇어요 스타벅스 너무 조아요
1425,4412.0,좋음,라임패션티 색도 이쁘고 달달새콤 맛나요
1426,4413.0,좋음,빠르고 좋아요 콜드브루 돌체
1427,4414.0,좋음,선정릉 산책길에 들렀어요
1428,4415.0,좋음,방역수칙을 잘지키고있늠 스벅! 자리가 많이 사라져서 아쉽긴하지만 늘 애용해요
1429,4416.0,좋음,자리는 별로 없지만 넓어서 좋아요
1430,4417.0,좋음,굿맛있어요 시원하게
1431,4418.0,좋음,맛있어요 깔끔하고 조아요
1432,4419.0,좋음,내부는좁지만 점원이친절해요
1433,4420.0,좋음,자리도 많고 플러그도 많은편. 다만 1층은 항상 어수선
1434,4421.0,나쁨,별 하나도 아깝네요 밑에 후기처럼 사람도 없는데 불친절해요
1435,4422.0,좋음,맛있어요 굿굿 사이렌 오더 걸고 가서 바로 가져왔어요. 라떼와 자몽허니블랙티 먹었어요!!
1436,4423.0,좋음,연대생 할인 다시 생겼으면 좋겠습니다 ㅜㅜ
1437,4424.0,좋음,소공로점은 조용해요
1438,4425.0,좋음,스타벅스 스콘 정말 맛있습니다 자리도 넓고 시설도 깨끗합니다
1439,4426.0,좋음,샌드위치 너무 맛있어요.. 직원분들 완전 친절...ㅎㅎ
1440,4427.0,보통,내가 좋아하는 스벅스 라테 오늘은 거품이 부족하다
1441,4428.0,좋음,시그니처 초콜릿 맛있지만 씹히는 초콜렛 가루가 온 입안을 돌아다니는 것은 조금 찝찝
1442,4429.0,좋음,역시 리저브드 매장이 좋아요
1443,4430.0,좋음,점심시간 1시반.방문하니 사람진짜많았어요2시되니 싹 빠졌어요
1444,4431.0,좋음,직원분 너무 친절 하시고 좋아요!
1445,4432.0,좋음,조용하고 공부하기 좋은 데 같아요
1446,4433.0,좋음,점심 식후 음료 한잔!
1447,4434.0,보통,"카공족이 매우 많아서 매장에서 마실려면 힘들어 보임. 늘 테이크아웃이라 실제 체감은 못하지만, 내가 당사자만 좀 짜증날듯"
1448,4435.0,좋음,"매장이 최근에 생긴 편이라 깔끔하고 2층은 편한 쇼파자리, 노트북용 책상 자리 등이 있어서 수다 떨기에도 노트북 작업 하기에도 좋은 편이에요 사람은 항상 많아요"
1449,4436.0,좋음,직원들이 매뉴얼대로 잘 합니다
1450,4437.0,좋음,친절하고 깔끔하고 좋습니다
1451,4438.0,좋음,친절ㅐ요 마싯어요 또 갈거임
1452,4439.0,나쁨,프라푸치노가 좀 묽어요
1453,4440.0,나쁨,스벅 한두번 가본것도 아닌데 주문받으며 인상 찌푸려서 당황스러웠고 기분이 별루였어요
1454,4441.0,좋음,팥님 너무 친절하셨어요
1455,4442.0,좋음,아놔 구글뻑나서ㅠ 어플이안열려요 그냥돈주고사먹 ㅎ믿고먹는스벅
1456,4443.0,좋음,새로오픈했어요 좋아오
1457,4444.0,보통,좋은데 자리가 많이 부족한편
1458,4445.0,좋음,자리는 언제있는거죠
1459,4446.0,좋음,자몽허니 블랙티 맛나요
1460,4447.0,좋음,내부가 좀 좁지만 직원들 친절해여
1461,4448.0,좋음,스타벅스 좋아요 좋아요
1462,4449.0,좋음,시원하고 넓고 조아여
1463,4450.0,좋음,"직원분들이 친절하고, 할인 내역까지 추가로 알려주셨어요. 덕분에 제 기분이 더욱 좋아졌습니다."
1464,4451.0,나쁨,직원분의 응대가 불친절해서 별로네요
1465,4452.0,좋음,직원분 친절하세요.
1466,4453.0,좋음,사람이 정말 많아요!
1467,4454.0,보통,자리가 좁앗어요 ㅋㅋㅋㅋㅋㅋ
1468,4455.0,좋음,네이버 QR코드 인증 몰랐는데 친절하게 알려주시네요
1469,4456.0,좋음,홍제역 스타벅스 굿
1470,4457.0,좋음,친절해요 매장도 넓고
1471,4458.0,좋음,사람이 많지만 맛은 최고
1472,4459.0,보통,친절합니다 신메뉴 맛있네요!
1473,4460.0,좋음,일년에 스벅 엄청 간듯
1474,4461.0,나쁨,항상 느끼는 거지만 스타벅스는 깨끗한 곳이 없네.
1475,4462.0,보통,좀작지만 가깝고 친절해요
1476,4463.0,좋음,시온슬라스 득템 올여름은 아이스로
1477,4464.0,좋음,빠르고 친절합니다 좋아요
1478,4465.0,좋음,사이렌오더로 주문하고 바로 받아서 더 좋아요
1479,4466.0,좋음,빠르고 깔끔하고 주말엔 사람이 적어서 더 좋아요
1480,4467.0,나쁨,주차장이 좁아서 아쉬웠어요
1481,4468.0,좋음,생크림 카스텔라 진짜 맛잇오요 ㅠㅠ 안에 크림촉촉함 히히 근데 스벅 생일초 팔아쥬면 안되나요
1482,4469.0,좋음,예식장 갔다가 일찍 도착해서 갔는데 깔끔하고 좋네요
1483,4470.0,좋음,조용하고 좋습니다.
1484,4471.0,좋음,주문받으시는 분은 시크하고 음료제조하시는 분이 스윗한 아이러니 ㄷㄷ
1485,4472.0,나쁨,시끄럽고자리가너무애매함
1486,4473.0,좋음,백화점 안에 있어서 편리합니다
1487,4474.0,좋음,사람들이많은데 접근성이좋아요
1488,4475.0,보통,맛은 스타벅스니까 당연히 보장되는데 자리가 좁고 불편한 편이에요. 서버는 친절해요.
1489,4476.0,좋음,주말인데 조용하고 좋았어요
1490,4477.0,좋음,점심시간엔 기본 대기시간이 25분이네여
1491,4478.0,좋음,접근성?친절도 양호
1492,4479.0,보통,커피와 케익은 맛있는데 사람이 너무 많아 앉을자리가 없을때가 있어요 조용한 카페를 원하신다면 비추
1493,4480.0,보통,매장이용을 못해서 너무 아쉽 ㅠㅠ
1494,4481.0,좋음,친절하고 분위기 좋은 스타벅스 써밋용산..!
1495,4482.0,좋음,카푸치노 커피 맛있어요. 자주가요.
1496,4483.0,나쁨,"앙모스는 맛있었는데, 크레이프 초코케이크는 별로였어요 오래된거같았는데...ㅎ 시트가 너무 건조? 수분이 다 날아간 느낌? 초코 크 런치는 눅눅했습니다. 원래 되게 좋아하는 케이크이고, 지점 자주 이용하는데 실망스러웠습니다 ㅠ 직원분들은 친절하셨어요"
1497,4484.0,좋음,좋아요 신메뉴 먹어봤는데 맛있어요
1498,4485.0,나쁨,장소는 쾌적 화장실은 그닥. ㅜ
1499,4486.0,좋음,"카페명부 작성, 음료제조 친절했습니다"
1500,4487.0,좋음,친절하고 좋아요. 만족합니다 굿
1501,4488.0,보통,하하하하하하하하하하
1502,4489.0,좋음,석촌호수 산책하다 커피 한 잔 하기 좋아요
1503,4490.0,보통,넓은데 좌석은 좀 불편해요
1504,4491.0,좋음,새로 이전하고 첫 방문. 제가 가본 많은 스벅중에 직원친절 1위입니다
1505,4492.0,좋음,커스텀 메뉴도 잘 만들어줘요
1506,4493.0,좋음,언제나 오는곳이에요 맛이좋아요
1507,4494.0,보통,서울 성동구 성수이로20길 50 볼보 성수서비스 센터
